,traffic
0,1059.453000640625
1,1059.453000640625
2,1059.453000640625
3,1059.453000640625
4,1059.453000640625
5,1059.453000640625
6,1059.453000640625
7,1059.453000640625
8,1059.453000640625
9,1059.453000640625
10,1059.453000640625
11,1059.453000640625
12,1059.453000625
13,1059.453000640625
14,1059.453000640625
15,1059.453000640625
16,1059.453000640625
17,1059.453000640625
18,1059.453000640625
19,1059.453000640625
20,1059.453000640625
21,1059.453000640625
22,1059.453000640625
23,1059.453000640625
24,1059.453000640625
25,1059.453000640625
26,1059.453000640625
27,1059.453000640625
28,1059.453000640625
29,1059.453000640625
30,1059.453000640625
31,1059.453000640625
32,1059.453000640625
33,1059.453000640625
34,1059.453000640625
35,1059.453000640625
36,1059.453000640625
37,1059.453000625
38,1059.453000640625
39,1059.453000640625
40,1059.453000640625
41,1059.453000640625
42,1059.453000640625
43,1059.453000640625
44,1059.453000640625
45,1059.453000640625
46,1059.453000640625
47,1059.453000640625
48,1059.453000640625
49,1059.453000640625
50,1059.453000640625
51,1059.453000640625
52,1059.453000640625
53,1059.453000640625
54,1059.453000640625
55,1059.453000640625
56,1059.453000640625
57,1059.453000640625
58,1059.453000640625
59,1059.453000640625
60,1059.453000640625
61,1059.453000640625
62,1059.453000625
63,1059.453000640625
64,1059.453000640625
65,1059.453000640625
66,1059.453000640625
67,1059.453000640625
68,1059.453000640625
69,1059.453000640625
70,1059.453000640625
71,1059.453000640625
72,1059.453000640625
73,1059.453000640625
74,1059.453000640625
75,1059.453000640625
76,1059.453000640625
77,1059.453000640625
78,1059.453000640625
79,1059.453000640625
80,1059.453000640625
81,1059.453000640625
82,1059.453000640625
83,1059.453000640625
84,1059.453000640625
85,1059.453000640625
86,1059.453000640625
87,1059.453000625
88,1059.453000640625
89,1059.453000640625
90,1059.453000640625
91,1059.453000640625
92,1059.453000640625
93,1059.453000640625
94,1059.453000640625
95,1059.453000640625
96,1059.453000640625
97,1059.453000640625
98,1059.453000640625
99,1059.453000640625
100,1131.577745921875
101,1131.577745921875
102,1131.577745921875
103,1131.577745921875
104,1131.57774590625
105,1131.577745921875
106,1131.577745921875
107,1131.577745921875
108,1131.577745921875
109,1131.577745921875
110,1131.577745921875
111,1131.577745921875
112,1131.57774590625
113,1131.577745921875
114,1131.577745921875
115,1131.577745921875
116,1131.577745921875
117,1131.577745921875
118,1131.577745921875
119,1131.577745921875
120,1131.57774590625
121,1131.577745921875
122,1131.577745921875
123,1131.577745921875
124,1131.577745921875
125,1131.577745921875
126,1131.577745921875
127,1131.577745921875
128,1131.577745921875
129,1131.57774590625
130,1131.577745921875
131,1131.577745921875
132,1131.577745921875
133,1131.577745921875
134,1131.577745921875
135,1131.577745921875
136,1131.577745921875
137,1131.57774590625
138,1131.577745921875
139,1131.577745921875
140,1131.577745921875
141,1131.577745921875
142,1131.577745921875
143,1131.577745921875
144,1131.577745921875
145,1131.57774590625
146,1131.577745921875
147,1131.577745921875
148,1131.577745921875
149,1131.577745921875
150,1131.577745921875
151,1131.577745921875
152,1131.577745921875
153,1131.577745921875
154,1131.57774590625
155,1131.577745921875
156,1131.577745921875
157,1131.577745921875
158,1131.577745921875
159,1131.577745921875
160,1131.577745921875
161,1131.577745921875
162,1131.57774590625
163,1131.577745921875
164,1131.577745921875
165,1131.577745921875
166,1131.577745921875
167,1131.577745921875
168,1131.577745921875
169,1131.577745921875
170,1131.57774590625
171,1131.577745921875
172,1131.577745921875
173,1131.577745921875
174,1131.577745921875
175,1131.577745921875
176,1131.577745921875
177,1131.577745921875
178,1131.577745921875
179,1131.57774590625
180,1131.577745921875
181,1131.577745921875
182,1131.577745921875
183,1131.577745921875
184,1131.577745921875
185,1131.577745921875
186,1131.577745921875
187,1131.57774590625
188,1131.577745921875
189,1131.577745921875
190,1131.577745921875
191,1131.577745921875
192,1131.577745921875
193,1131.577745921875
194,1131.577745921875
195,1131.57774590625
196,1131.577745921875
197,1131.577745921875
198,1131.577745921875
199,1131.577745921875
200,1229.678427765625
201,1229.67842775
202,1229.678427765625
203,1229.678427765625
204,1229.67842775
205,1229.678427765625
206,1229.67842775
207,1229.678427765625
208,1229.678427765625
209,1229.67842775
210,1229.678427765625
211,1229.678427765625
212,1229.67842775
213,1229.678427765625
214,1229.678427765625
215,1229.67842775
216,1229.678427765625
217,1229.678427765625
218,1229.67842775
219,1229.678427765625
220,1229.67842775
221,1229.678427765625
222,1229.678427765625
223,1229.67842775
224,1229.678427765625
225,1229.678427765625
226,1229.67842775
227,1229.678427765625
228,1229.678427765625
229,1229.67842775
230,1229.678427765625
231,1229.67842775
232,1229.678427765625
233,1229.678427765625
234,1229.67842775
235,1229.678427765625
236,1229.678427765625
237,1229.67842775
238,1229.678427765625
239,1229.678427765625
240,1229.67842775
241,1229.678427765625
242,1229.678427765625
243,1229.67842775
244,1229.678427765625
245,1229.67842775
246,1229.678427765625
247,1229.678427765625
248,1229.67842775
249,1229.678427765625
250,1229.678427765625
251,1229.67842775
252,1229.678427765625
253,1229.678427765625
254,1229.67842775
255,1229.678427765625
256,1229.67842775
257,1229.678427765625
258,1229.678427765625
259,1229.67842775
260,1229.678427765625
